dataset,time,step,loss,acc
train,2018-12-03T17:24:05.103829,442,1.1957272,0.4609375
train,2018-12-03T17:24:05.509327,443,1.252315,0.421875
train,2018-12-03T17:24:05.920373,444,1.2858348,0.4453125
train,2018-12-03T17:24:06.333656,445,1.2180774,0.453125
train,2018-12-03T17:24:06.739256,446,1.2392607,0.4375
train,2018-12-03T17:24:07.149393,447,1.2255925,0.4609375
train,2018-12-03T17:24:07.556243,448,1.3151147,0.3984375
train,2018-12-03T17:24:07.962131,449,1.2453811,0.4609375
train,2018-12-03T17:24:08.375250,450,1.2036225,0.4765625
train,2018-12-03T17:24:08.785083,451,1.2164841,0.421875
train,2018-12-03T17:24:09.198375,452,1.1583755,0.515625
train,2018-12-03T17:24:09.607160,453,1.2249153,0.4453125
train,2018-12-03T17:24:10.017428,454,1.2733463,0.4140625
train,2018-12-03T17:24:10.424958,455,1.2942173,0.453125
train,2018-12-03T17:24:10.833384,456,1.221847,0.4296875
train,2018-12-03T17:24:11.244834,457,1.1895806,0.4921875
train,2018-12-03T17:24:11.651545,458,1.2926133,0.4453125
train,2018-12-03T17:24:12.064902,459,1.1741121,0.5078125
train,2018-12-03T17:24:12.472811,460,1.3298348,0.3828125
train,2018-12-03T17:24:12.882857,461,1.2109842,0.4453125
train,2018-12-03T17:24:13.293210,462,1.228555,0.453125
train,2018-12-03T17:24:13.702356,463,1.241142,0.484375
train,2018-12-03T17:24:14.109620,464,1.2694715,0.4609375
train,2018-12-03T17:24:14.518607,465,1.2088485,0.484375
train,2018-12-03T17:24:14.932762,466,1.2251067,0.4375
train,2018-12-03T17:24:15.338106,467,1.2094121,0.4375
train,2018-12-03T17:24:15.752933,468,1.2071978,0.4296875
train,2018-12-03T17:24:16.169138,469,1.1830469,0.5234375
train,2018-12-03T17:24:16.573872,470,1.2180052,0.4609375
train,2018-12-03T17:24:16.979511,471,1.2384933,0.453125
train,2018-12-03T17:24:17.385193,472,1.1613293,0.5234375
train,2018-12-03T17:24:17.795226,473,1.3070625,0.3828125
train,2018-12-03T17:24:18.209813,474,1.198857,0.46875
train,2018-12-03T17:24:18.617751,475,1.200986,0.5078125
train,2018-12-03T17:24:19.022645,476,1.218305,0.4921875
train,2018-12-03T17:24:19.434478,477,1.1849036,0.4609375
train,2018-12-03T17:24:19.843328,478,1.1884509,0.4921875
train,2018-12-03T17:24:20.256807,479,1.1901994,0.5
train,2018-12-03T17:24:20.672776,480,1.3016286,0.375
train,2018-12-03T17:24:21.077238,481,1.2229819,0.4296875
train,2018-12-03T17:24:21.491338,482,1.2303679,0.40625
train,2018-12-03T17:24:21.903036,483,1.2765594,0.3828125
train,2018-12-03T17:24:22.306896,484,1.1620364,0.5078125
train,2018-12-03T17:24:22.724413,485,1.21746,0.4609375
train,2018-12-03T17:24:23.138586,486,1.114886,0.546875
train,2018-12-03T17:24:23.537207,487,1.202654,0.5
train,2018-12-03T17:24:23.952706,488,1.1856322,0.546875
train,2018-12-03T17:24:24.366529,489,1.2281196,0.4765625
train,2018-12-03T17:24:24.772288,490,1.242026,0.4296875
train,2018-12-03T17:24:25.183821,491,1.1848252,0.484375
train,2018-12-03T17:24:25.594715,492,1.240931,0.4609375
train,2018-12-03T17:24:26.006861,493,1.1649982,0.5078125
train,2018-12-03T17:24:26.414302,494,1.2301941,0.46875
train,2018-12-03T17:24:26.825162,495,1.1946399,0.484375
train,2018-12-03T17:24:27.227033,496,1.2183365,0.4296875
train,2018-12-03T17:24:27.636158,497,1.2484047,0.46875
train,2018-12-03T17:24:28.047551,498,1.103762,0.546875
train,2018-12-03T17:24:28.452283,499,1.1946346,0.5078125
train,2018-12-03T17:24:28.859773,500,1.2614462,0.4296875
dev,2018-12-03T17:24:29.276605,500,1.1866642,0.5275078
train,2018-12-03T17:24:43.626764,501,1.1970011,0.4375
train,2018-12-03T17:24:44.048595,502,1.1730648,0.53125
train,2018-12-03T17:24:44.456520,503,1.2262187,0.4921875
train,2018-12-03T17:24:44.868457,504,1.2139516,0.4921875
train,2018-12-03T17:24:45.270543,505,1.1747614,0.484375
train,2018-12-03T17:24:45.683547,506,1.2292703,0.4609375
train,2018-12-03T17:24:46.088736,507,1.2935791,0.4453125
train,2018-12-03T17:24:46.495124,508,1.2332854,0.4140625
train,2018-12-03T17:24:46.908444,509,1.2103302,0.4453125
train,2018-12-03T17:24:47.322928,510,1.2653812,0.40625
train,2018-12-03T17:24:47.728776,511,1.3104134,0.4375
train,2018-12-03T17:24:48.140226,512,1.1982952,0.453125
train,2018-12-03T17:24:48.546912,513,1.2654346,0.421875
train,2018-12-03T17:24:48.955529,514,1.2278764,0.4609375
train,2018-12-03T17:24:49.369960,515,1.2127345,0.4765625
train,2018-12-03T17:24:49.775402,516,1.2551608,0.4140625
train,2018-12-03T17:24:50.183464,517,1.2058173,0.5390625
train,2018-12-03T17:24:50.591772,518,1.2049352,0.5
train,2018-12-03T17:24:51.000174,519,1.2095039,0.5078125
train,2018-12-03T17:24:51.408297,520,1.2012211,0.4921875
train,2018-12-03T17:24:51.829014,521,1.1793249,0.5546875
train,2018-12-03T17:24:52.244584,522,1.2573115,0.453125
train,2018-12-03T17:24:52.666186,523,1.2262495,0.4921875
train,2018-12-03T17:24:53.077337,524,1.2176574,0.515625
train,2018-12-03T17:24:53.483154,525,1.2569841,0.359375
train,2018-12-03T17:24:53.893243,526,1.2226309,0.5
train,2018-12-03T17:24:54.304247,527,1.1989126,0.4765625
train,2018-12-03T17:24:54.710689,528,1.2176687,0.4609375
train,2018-12-03T17:24:55.124689,529,1.2052175,0.453125
train,2018-12-03T17:24:55.539207,530,1.1813718,0.5
train,2018-12-03T17:24:55.953619,531,1.1359609,0.484375
train,2018-12-03T17:24:56.365477,532,1.2213376,0.484375
train,2018-12-03T17:24:56.780519,533,1.1930134,0.53125
train,2018-12-03T17:24:57.183392,534,1.2287053,0.4609375
train,2018-12-03T17:24:57.594941,535,1.1797909,0.4609375
train,2018-12-03T17:24:58.003160,536,1.1710173,0.578125
train,2018-12-03T17:24:58.409334,537,1.1917646,0.5546875
train,2018-12-03T17:24:58.820775,538,1.2181044,0.4453125
train,2018-12-03T17:24:59.234684,539,1.1743262,0.4765625
train,2018-12-03T17:24:59.640144,540,1.223144,0.4609375
train,2018-12-03T17:25:00.049014,541,1.2623695,0.4296875
train,2018-12-03T17:25:00.464945,542,1.2217661,0.453125
train,2018-12-03T17:25:00.868630,543,1.2073792,0.4765625
train,2018-12-03T17:25:01.277629,544,1.1576641,0.4921875
train,2018-12-03T17:25:01.692711,545,1.1932224,0.53125
train,2018-12-03T17:25:02.099045,546,1.2022905,0.4765625
train,2018-12-03T17:25:02.506664,547,1.142458,0.5
train,2018-12-03T17:25:02.914782,548,1.2065452,0.453125
train,2018-12-03T17:25:03.321326,549,1.2138388,0.421875
train,2018-12-03T17:25:03.733932,550,1.2464547,0.3984375
train,2018-12-03T17:25:04.141464,551,1.1632426,0.5625
train,2018-12-03T17:25:04.544248,552,1.2681617,0.4140625
train,2018-12-03T17:25:04.951966,553,1.1900961,0.4765625
train,2018-12-03T17:25:05.365455,554,1.2457092,0.4296875
train,2018-12-03T17:25:05.774908,555,1.1769997,0.53125
train,2018-12-03T17:25:06.180276,556,1.2171117,0.46875
train,2018-12-03T17:25:06.585591,557,1.1803037,0.484375
train,2018-12-03T17:25:06.987503,558,1.1960121,0.484375
train,2018-12-03T17:25:07.401993,559,1.2213092,0.484375
train,2018-12-03T17:25:07.814407,560,1.2336713,0.390625
train,2018-12-03T17:25:08.217057,561,1.1556771,0.4765625
train,2018-12-03T17:25:08.629072,562,1.2500365,0.421875
train,2018-12-03T17:25:09.036078,563,1.1462557,0.515625
train,2018-12-03T17:25:09.442920,564,1.1947162,0.5078125
train,2018-12-03T17:25:09.847576,565,1.1468629,0.5703125
train,2018-12-03T17:25:10.259033,566,1.1522431,0.546875
train,2018-12-03T17:25:10.662803,567,1.1855017,0.4921875
train,2018-12-03T17:25:11.068493,568,1.2467583,0.4765625
train,2018-12-03T17:25:11.475216,569,1.1376623,0.6015625
train,2018-12-03T17:25:11.879789,570,1.1270193,0.515625
train,2018-12-03T17:25:12.289406,571,1.1768464,0.53125
train,2018-12-03T17:25:12.697728,572,1.1958209,0.484375
train,2018-12-03T17:25:13.109172,573,1.2141012,0.46875
train,2018-12-03T17:25:13.520058,574,1.2128352,0.421875
train,2018-12-03T17:25:13.928814,575,1.2395695,0.4921875
train,2018-12-03T17:25:14.344721,576,1.1253431,0.515625
train,2018-12-03T17:25:14.754231,577,1.1937956,0.4921875
train,2018-12-03T17:25:15.163758,578,1.1749891,0.5390625
train,2018-12-03T17:25:15.572727,579,1.1138756,0.546875
train,2018-12-03T17:25:15.980114,580,1.2519002,0.515625
train,2018-12-03T17:25:16.383782,581,1.2251024,0.4765625
train,2018-12-03T17:25:16.797965,582,1.1455464,0.515625
train,2018-12-03T17:25:17.209764,583,1.1345664,0.546875
train,2018-12-03T17:25:17.614502,584,1.1795677,0.53125
train,2018-12-03T17:25:18.020237,585,1.2503333,0.4921875
train,2018-12-03T17:25:18.428630,586,1.1949308,0.4765625
train,2018-12-03T17:25:18.838858,587,1.186881,0.5390625
train,2018-12-03T17:25:19.251019,588,1.2819029,0.453125
train,2018-12-03T17:25:19.660290,589,1.1469969,0.4921875
train,2018-12-03T17:25:20.066192,590,1.1245822,0.5234375
train,2018-12-03T17:25:20.473952,591,1.0981208,0.5703125
train,2018-12-03T17:25:20.883177,592,1.1927155,0.4765625
train,2018-12-03T17:25:21.287273,593,1.1581701,0.53125
train,2018-12-03T17:25:21.697245,594,1.1403191,0.5234375
train,2018-12-03T17:25:22.105719,595,1.1880493,0.4609375
train,2018-12-03T17:25:22.514658,596,1.2595071,0.421875
train,2018-12-03T17:25:22.924564,597,1.0995293,0.546875
train,2018-12-03T17:25:23.335879,598,1.2078551,0.4375
train,2018-12-03T17:25:23.737780,599,1.1160029,0.5390625
train,2018-12-03T17:25:24.151215,600,1.1579875,0.5546875
dev,2018-12-03T17:25:24.570001,600,1.1744192,0.5241057
train,2018-12-03T17:25:38.989600,601,1.1823593,0.421875
train,2018-12-03T17:25:39.417890,602,1.1577135,0.515625
train,2018-12-03T17:25:39.840296,603,1.1463639,0.5
train,2018-12-03T17:25:40.240484,604,1.1488916,0.546875
train,2018-12-03T17:25:40.630225,605,1.1392348,0.5625
train,2018-12-03T17:25:41.028976,606,1.1694837,0.5
train,2018-12-03T17:25:41.426262,607,1.2653066,0.4453125
train,2018-12-03T17:25:41.825030,608,1.1438198,0.515625
train,2018-12-03T17:25:42.221515,609,1.2150416,0.4453125
train,2018-12-03T17:25:42.620001,610,1.1769559,0.4765625
train,2018-12-03T17:25:43.013781,611,1.2047235,0.4296875
train,2018-12-03T17:25:43.408837,612,1.2052772,0.421875
train,2018-12-03T17:25:43.806144,613,1.2059894,0.484375
train,2018-12-03T17:25:44.201152,614,1.170332,0.5234375
train,2018-12-03T17:25:44.601861,615,1.1930257,0.46875
train,2018-12-03T17:25:45.002595,616,1.1764464,0.5390625
train,2018-12-03T17:25:45.396553,617,1.1486185,0.53125
train,2018-12-03T17:25:45.791185,618,1.2057962,0.4765625
train,2018-12-03T17:25:46.187049,619,1.2152457,0.3828125
train,2018-12-03T17:25:46.577156,620,1.132328,0.53125
train,2018-12-03T17:25:46.975314,621,1.121199,0.5234375
train,2018-12-03T17:25:47.370455,622,1.1141013,0.5625
train,2018-12-03T17:25:47.763996,623,1.2471433,0.46875
train,2018-12-03T17:25:48.160268,624,1.1393677,0.515625
train,2018-12-03T17:25:48.552040,625,1.2733926,0.4375
train,2018-12-03T17:25:48.944420,626,1.1295774,0.546875
train,2018-12-03T17:25:49.338669,627,1.1615415,0.53125
train,2018-12-03T17:25:49.740520,628,1.1736686,0.515625
train,2018-12-03T17:25:50.140037,629,1.188211,0.5
train,2018-12-03T17:25:50.535174,630,1.1941483,0.5234375
train,2018-12-03T17:25:50.930628,631,1.1836189,0.5078125
train,2018-12-03T17:25:51.322360,632,1.1949592,0.4921875
train,2018-12-03T17:25:51.724818,633,1.2454314,0.46875
train,2018-12-03T17:25:52.124618,634,1.1087892,0.625
train,2018-12-03T17:25:52.522746,635,1.2566888,0.4765625
train,2018-12-03T17:25:52.920963,636,1.1867923,0.5
train,2018-12-03T17:25:53.323622,637,1.1817595,0.5234375
train,2018-12-03T17:25:53.715916,638,1.1595933,0.578125
train,2018-12-03T17:25:54.110520,639,1.1064591,0.59375
train,2018-12-03T17:25:54.508115,640,1.1114266,0.53125
train,2018-12-03T17:25:54.900044,641,1.1322912,0.59375
train,2018-12-03T17:25:55.300038,642,1.1706539,0.5546875
train,2018-12-03T17:25:55.696927,643,1.1996593,0.5078125
train,2018-12-03T17:25:56.087310,644,1.1238159,0.6666667
train,2018-12-03T17:25:56.112513,645,1.0390366,0.6171875
train,2018-12-03T17:25:56.511838,646,1.190339,0.4921875
train,2018-12-03T17:25:56.922122,647,1.1081153,0.546875
train,2018-12-03T17:25:57.332997,648,1.2396059,0.4140625
train,2018-12-03T17:25:57.749913,649,1.1465008,0.46875
train,2018-12-03T17:25:58.166187,650,1.2568669,0.4921875
train,2018-12-03T17:25:58.573202,651,1.1672449,0.4921875
train,2018-12-03T17:25:58.989501,652,1.1393818,0.5
train,2018-12-03T17:25:59.407816,653,1.140795,0.5546875
train,2018-12-03T17:25:59.823585,654,1.1847537,0.4453125
train,2018-12-03T17:26:00.252523,655,1.1082472,0.4921875
train,2018-12-03T17:26:00.667424,656,1.2230748,0.4765625
train,2018-12-03T17:26:01.080903,657,1.1210706,0.5
train,2018-12-03T17:26:01.495437,658,1.1282208,0.5625
train,2018-12-03T17:26:01.906884,659,1.1020397,0.515625
train,2018-12-03T17:26:02.316337,660,1.1386478,0.5390625
train,2018-12-03T17:26:02.735576,661,1.1649575,0.578125
train,2018-12-03T17:26:03.143839,662,1.2487391,0.5234375
train,2018-12-03T17:26:03.557916,663,1.1307476,0.4921875
train,2018-12-03T17:26:03.969056,664,1.0690874,0.5703125
train,2018-12-03T17:26:04.380777,665,1.1045923,0.546875
train,2018-12-03T17:26:04.800516,666,1.1122041,0.5625
train,2018-12-03T17:26:05.211887,667,1.0915416,0.5546875
train,2018-12-03T17:26:05.619403,668,1.0906445,0.578125
train,2018-12-03T17:26:06.036668,669,1.1226292,0.5234375
train,2018-12-03T17:26:06.454149,670,1.0864502,0.484375
train,2018-12-03T17:26:06.861651,671,1.1617583,0.4921875
train,2018-12-03T17:26:07.277015,672,1.1145761,0.5234375
train,2018-12-03T17:26:07.693822,673,1.1832422,0.53125
train,2018-12-03T17:26:08.104737,674,1.0569786,0.5859375
train,2018-12-03T17:26:08.524651,675,1.136362,0.515625
train,2018-12-03T17:26:08.945300,676,1.0807859,0.6171875
train,2018-12-03T17:26:09.355471,677,1.1311347,0.5390625
train,2018-12-03T17:26:09.776005,678,1.148578,0.5
train,2018-12-03T17:26:10.192814,679,1.1162349,0.515625
train,2018-12-03T17:26:10.601243,680,1.1564407,0.5078125
train,2018-12-03T17:26:11.015996,681,1.0666437,0.5703125
train,2018-12-03T17:26:11.428808,682,1.1437193,0.5390625
train,2018-12-03T17:26:11.840363,683,1.1175952,0.5390625
train,2018-12-03T17:26:12.259682,684,1.1386977,0.53125
train,2018-12-03T17:26:12.671080,685,1.1858169,0.5
train,2018-12-03T17:26:13.084898,686,1.0355175,0.6640625
train,2018-12-03T17:26:13.502114,687,1.0472763,0.625
train,2018-12-03T17:26:13.914598,688,1.0772403,0.5546875
train,2018-12-03T17:26:14.325226,689,1.1119466,0.5234375
train,2018-12-03T17:26:14.741012,690,1.1175109,0.53125
train,2018-12-03T17:26:15.154677,691,1.1141392,0.546875
train,2018-12-03T17:26:15.569950,692,1.107189,0.5859375
train,2018-12-03T17:26:15.983135,693,1.1204444,0.515625
train,2018-12-03T17:26:16.393592,694,1.1089975,0.5390625
train,2018-12-03T17:26:16.800936,695,1.1091963,0.5234375
train,2018-12-03T17:26:17.217812,696,1.0021281,0.5625
train,2018-12-03T17:26:17.625972,697,1.150771,0.53125
train,2018-12-03T17:26:18.041948,698,1.0644581,0.625
train,2018-12-03T17:26:18.452958,699,1.0916058,0.578125
train,2018-12-03T17:26:18.860189,700,1.1575012,0.5390625
dev,2018-12-03T17:26:19.274017,700,1.1511363,0.5346034
train,2018-12-03T17:26:33.987506,701,1.1548133,0.5390625
train,2018-12-03T17:26:34.410858,702,1.1923559,0.5
train,2018-12-03T17:26:34.823514,703,1.005883,0.640625
train,2018-12-03T17:26:35.244429,704,1.1487793,0.5390625
train,2018-12-03T17:26:35.648645,705,1.1490571,0.4765625
train,2018-12-03T17:26:36.073246,706,1.0919486,0.5625
train,2018-12-03T17:26:36.484696,707,1.1278836,0.5546875
train,2018-12-03T17:26:36.895132,708,1.050005,0.59375
train,2018-12-03T17:26:37.312724,709,1.1561724,0.5234375
train,2018-12-03T17:26:37.736667,710,1.0760047,0.6328125
train,2018-12-03T17:26:38.146258,711,1.109603,0.546875
train,2018-12-03T17:26:38.564124,712,1.10958,0.53125
train,2018-12-03T17:26:38.976198,713,1.0263791,0.6171875
train,2018-12-03T17:26:39.381229,714,1.0485976,0.6328125
train,2018-12-03T17:26:39.800512,715,1.1143916,0.5859375
train,2018-12-03T17:26:40.217578,716,1.1447083,0.546875
train,2018-12-03T17:26:40.620981,717,1.1066277,0.5859375
train,2018-12-03T17:26:41.034216,718,1.0668986,0.578125
train,2018-12-03T17:26:41.442182,719,1.1186343,0.546875
train,2018-12-03T17:26:41.857659,720,1.129934,0.4921875
train,2018-12-03T17:26:42.271491,721,1.1073996,0.546875
train,2018-12-03T17:26:42.680414,722,1.1109366,0.59375
train,2018-12-03T17:26:43.092976,723,1.0805912,0.6015625
train,2018-12-03T17:26:43.508129,724,1.0776742,0.578125
train,2018-12-03T17:26:43.917566,725,1.0611141,0.625
train,2018-12-03T17:26:44.328545,726,0.99865466,0.6328125
train,2018-12-03T17:26:44.745165,727,1.1700586,0.484375
train,2018-12-03T17:26:45.160356,728,1.0772765,0.5546875
train,2018-12-03T17:26:45.571064,729,1.0752329,0.5703125
train,2018-12-03T17:26:45.987651,730,1.1103408,0.5859375
train,2018-12-03T17:26:46.398226,731,0.9609767,0.640625
train,2018-12-03T17:26:46.810930,732,1.0994067,0.5625
train,2018-12-03T17:26:47.232383,733,1.0607057,0.625
train,2018-12-03T17:26:47.643921,734,1.0908229,0.5625
train,2018-12-03T17:26:48.050019,735,1.1403577,0.59375
train,2018-12-03T17:26:48.463562,736,1.0305424,0.609375
train,2018-12-03T17:26:48.868499,737,1.1297855,0.6484375
train,2018-12-03T17:26:49.274965,738,1.0353227,0.609375
train,2018-12-03T17:26:49.694347,739,1.0886348,0.5546875
train,2018-12-03T17:26:50.108248,740,1.0246209,0.6796875
train,2018-12-03T17:26:50.526421,741,1.1309048,0.546875
train,2018-12-03T17:26:50.940165,742,1.0445428,0.609375
train,2018-12-03T17:26:51.349329,743,1.1021698,0.515625
train,2018-12-03T17:26:51.757767,744,1.0988164,0.5625
train,2018-12-03T17:26:52.173932,745,1.1813282,0.53125
train,2018-12-03T17:26:52.581548,746,1.1183095,0.5859375
train,2018-12-03T17:26:52.991035,747,1.0815023,0.5625
train,2018-12-03T17:26:53.404421,748,1.0264374,0.609375
train,2018-12-03T17:26:53.811440,749,1.0568997,0.6171875
train,2018-12-03T17:26:54.227006,750,1.0934635,0.546875
train,2018-12-03T17:26:54.638512,751,1.1680034,0.546875
train,2018-12-03T17:26:55.046825,752,1.0893074,0.5546875
train,2018-12-03T17:26:55.457272,753,1.0763115,0.5859375
train,2018-12-03T17:26:55.871876,754,1.1053332,0.59375
train,2018-12-03T17:26:56.282532,755,1.1180896,0.5
train,2018-12-03T17:26:56.692618,756,1.0306156,0.5859375
train,2018-12-03T17:26:57.100952,757,1.1155876,0.5546875
train,2018-12-03T17:26:57.514696,758,1.0796394,0.640625
train,2018-12-03T17:26:57.934316,759,1.1144819,0.5546875
train,2018-12-03T17:26:58.345550,760,1.1268069,0.5859375
train,2018-12-03T17:26:58.758062,761,1.146221,0.5234375
train,2018-12-03T17:26:59.174074,762,1.0256695,0.546875
train,2018-12-03T17:26:59.582768,763,1.0558045,0.5859375
train,2018-12-03T17:26:59.995945,764,1.0761526,0.5703125
train,2018-12-03T17:27:00.414845,765,1.1009109,0.578125
train,2018-12-03T17:27:00.824673,766,1.1143222,0.5703125
train,2018-12-03T17:27:01.229972,767,1.0617383,0.578125
train,2018-12-03T17:27:01.644724,768,1.0704395,0.609375
train,2018-12-03T17:27:02.056596,769,1.0738995,0.5625
train,2018-12-03T17:27:02.469387,770,1.0939008,0.5625
train,2018-12-03T17:27:02.881764,771,1.0904604,0.5703125
train,2018-12-03T17:27:03.294473,772,1.0556048,0.5625
train,2018-12-03T17:27:03.705491,773,1.0925598,0.546875
train,2018-12-03T17:27:04.124646,774,1.0411098,0.6171875
train,2018-12-03T17:27:04.536319,775,1.1518807,0.53125
train,2018-12-03T17:27:04.954002,776,1.0290949,0.5625
train,2018-12-03T17:27:05.368001,777,1.0592188,0.5859375
train,2018-12-03T17:27:05.773483,778,1.0971012,0.625
train,2018-12-03T17:27:06.187025,779,1.1074407,0.546875
train,2018-12-03T17:27:06.600920,780,1.0932007,0.578125
train,2018-12-03T17:27:07.006773,781,1.063873,0.609375
train,2018-12-03T17:27:07.423166,782,1.077572,0.609375
train,2018-12-03T17:27:07.838552,783,1.0761985,0.6171875
train,2018-12-03T17:27:08.245710,784,1.1235461,0.6171875
train,2018-12-03T17:27:08.663257,785,1.1087661,0.609375
train,2018-12-03T17:27:09.076262,786,1.0873034,0.6171875
train,2018-12-03T17:27:09.484491,787,1.0816265,0.5625
