dataset,time,step,loss,acc
train,2018-12-03T17:42:42.949091,2453,0.7613688,0.7421875
train,2018-12-03T17:42:43.363740,2454,0.68326366,0.8515625
train,2018-12-03T17:42:43.772277,2455,0.7278143,0.7734375
train,2018-12-03T17:42:44.190766,2456,0.88625056,0.6875
train,2018-12-03T17:42:44.601877,2457,0.72683257,0.8046875
train,2018-12-03T17:42:45.010313,2458,0.7644919,0.7890625
train,2018-12-03T17:42:45.419316,2459,0.6401001,0.859375
train,2018-12-03T17:42:45.834695,2460,0.74929386,0.7890625
train,2018-12-03T17:42:46.241084,2461,0.6956098,0.8203125
train,2018-12-03T17:42:46.658455,2462,0.7594271,0.78125
train,2018-12-03T17:42:47.070231,2463,0.7451248,0.8125
train,2018-12-03T17:42:47.477711,2464,0.8202672,0.7265625
train,2018-12-03T17:42:47.886041,2465,0.76953584,0.8359375
train,2018-12-03T17:42:48.297544,2466,0.67994916,0.8125
train,2018-12-03T17:42:48.704591,2467,0.7409119,0.7734375
train,2018-12-03T17:42:49.122217,2468,0.7855842,0.8046875
train,2018-12-03T17:42:49.536519,2469,0.79921454,0.796875
train,2018-12-03T17:42:49.945124,2470,0.7305781,0.8359375
train,2018-12-03T17:42:50.359890,2471,0.69692045,0.8203125
train,2018-12-03T17:42:50.769226,2472,0.77574503,0.796875
train,2018-12-03T17:42:51.180487,2473,0.76475245,0.7734375
train,2018-12-03T17:42:51.592318,2474,0.7159567,0.8359375
train,2018-12-03T17:42:51.998997,2475,0.74258566,0.7734375
train,2018-12-03T17:42:52.413384,2476,0.7268401,0.796875
train,2018-12-03T17:42:52.826740,2477,0.7912501,0.78125
train,2018-12-03T17:42:53.231616,2478,0.69382745,0.828125
train,2018-12-03T17:42:53.648153,2479,0.6925034,0.8203125
train,2018-12-03T17:42:54.070106,2480,0.68352336,0.828125
train,2018-12-03T17:42:54.474667,2481,0.76957804,0.78125
train,2018-12-03T17:42:54.886875,2482,0.75950736,0.828125
train,2018-12-03T17:42:55.302887,2483,0.6739215,0.8125
train,2018-12-03T17:42:55.712226,2484,0.7102634,0.8203125
train,2018-12-03T17:42:56.121828,2485,0.76255697,0.7578125
train,2018-12-03T17:42:56.531838,2486,0.73137075,0.84375
train,2018-12-03T17:42:56.940419,2487,0.75304395,0.796875
train,2018-12-03T17:42:57.357588,2488,0.730407,0.7734375
train,2018-12-03T17:42:57.775687,2489,0.7417273,0.796875
train,2018-12-03T17:42:58.183517,2490,0.76040864,0.7734375
train,2018-12-03T17:42:58.594638,2491,0.74567443,0.7734375
train,2018-12-03T17:42:59.007033,2492,0.75384694,0.8125
train,2018-12-03T17:42:59.419886,2493,0.77081394,0.7734375
train,2018-12-03T17:42:59.831930,2494,0.7272102,0.78125
train,2018-12-03T17:43:00.253387,2495,0.7135704,0.7890625
train,2018-12-03T17:43:00.665407,2496,0.6987349,0.8359375
train,2018-12-03T17:43:01.082349,2497,0.7119496,0.8203125
train,2018-12-03T17:43:01.493162,2498,0.776005,0.765625
train,2018-12-03T17:43:01.898864,2499,0.7379738,0.828125
train,2018-12-03T17:43:02.314249,2500,0.7858435,0.7421875
dev,2018-12-03T17:43:02.734837,2500,0.9126729,0.70839816
train,2018-12-03T17:43:17.245046,2501,0.6658246,0.84375
train,2018-12-03T17:43:17.669863,2502,0.71008694,0.8515625
train,2018-12-03T17:43:18.085168,2503,0.6789764,0.8359375
train,2018-12-03T17:43:18.492799,2504,0.73797745,0.8203125
train,2018-12-03T17:43:18.914533,2505,0.79037225,0.7421875
train,2018-12-03T17:43:19.323459,2506,0.7273383,0.7890625
train,2018-12-03T17:43:19.727703,2507,0.6816754,0.828125
train,2018-12-03T17:43:20.138427,2508,0.7784102,0.828125
train,2018-12-03T17:43:20.552352,2509,0.79286605,0.796875
train,2018-12-03T17:43:20.956759,2510,0.83633256,0.7265625
train,2018-12-03T17:43:21.368752,2511,0.7925298,0.7734375
train,2018-12-03T17:43:21.781767,2512,0.72617245,0.8125
train,2018-12-03T17:43:22.191211,2513,0.71797764,0.796875
train,2018-12-03T17:43:22.603040,2514,0.7287873,0.8203125
train,2018-12-03T17:43:23.016990,2515,0.80594265,0.7578125
train,2018-12-03T17:43:23.425986,2516,0.77561027,0.7734375
train,2018-12-03T17:43:23.843226,2517,0.72872275,0.8203125
train,2018-12-03T17:43:24.259444,2518,0.7236616,0.8515625
train,2018-12-03T17:43:24.670052,2519,0.7158992,0.7890625
train,2018-12-03T17:43:25.080065,2520,0.89619625,0.6953125
train,2018-12-03T17:43:25.489160,2521,0.80572486,0.75
train,2018-12-03T17:43:25.902514,2522,0.78610235,0.8046875
train,2018-12-03T17:43:26.314495,2523,0.70430505,0.828125
train,2018-12-03T17:43:26.729319,2524,0.7210066,0.8203125
train,2018-12-03T17:43:27.135717,2525,0.71342635,0.796875
train,2018-12-03T17:43:27.548300,2526,0.76231045,0.8046875
train,2018-12-03T17:43:27.959869,2527,0.71154237,0.796875
train,2018-12-03T17:43:28.368371,2528,0.7098755,0.8671875
train,2018-12-03T17:43:28.787673,2529,0.7049913,0.828125
train,2018-12-03T17:43:29.213583,2530,0.82918006,0.7578125
train,2018-12-03T17:43:29.634068,2531,0.75417346,0.796875
train,2018-12-03T17:43:30.048109,2532,0.7017482,0.8125
train,2018-12-03T17:43:30.452933,2533,0.7824194,0.8125
train,2018-12-03T17:43:30.865195,2534,0.7066987,0.8359375
train,2018-12-03T17:43:31.275284,2535,0.6555356,0.8359375
train,2018-12-03T17:43:31.688716,2536,0.7886199,0.78125
train,2018-12-03T17:43:32.103593,2537,0.74432445,0.828125
train,2018-12-03T17:43:32.519837,2538,0.7025392,0.765625
train,2018-12-03T17:43:32.928222,2539,0.7335906,0.796875
train,2018-12-03T17:43:33.346685,2540,0.69615626,0.8203125
train,2018-12-03T17:43:33.757893,2541,0.7075183,0.8203125
train,2018-12-03T17:43:34.166642,2542,0.6632074,0.8828125
train,2018-12-03T17:43:34.579779,2543,0.71909595,0.8046875
train,2018-12-03T17:43:34.993085,2544,0.7483995,0.796875
train,2018-12-03T17:43:35.400117,2545,0.7035835,0.8359375
train,2018-12-03T17:43:35.811652,2546,0.7661871,0.8125
train,2018-12-03T17:43:36.221624,2547,0.7665887,0.8046875
train,2018-12-03T17:43:36.631801,2548,0.7923372,0.8203125
train,2018-12-03T17:43:37.044804,2549,0.75880647,0.828125
train,2018-12-03T17:43:37.456368,2550,0.73002124,0.796875
train,2018-12-03T17:43:37.866285,2551,0.7536851,0.8125
train,2018-12-03T17:43:38.281675,2552,0.7898953,0.765625
train,2018-12-03T17:43:38.690595,2553,0.74803644,0.7890625
train,2018-12-03T17:43:39.103506,2554,0.83260155,0.78125
train,2018-12-03T17:43:39.519679,2555,0.74122274,0.8203125
train,2018-12-03T17:43:39.939413,2556,0.7578939,0.8046875
train,2018-12-03T17:43:40.346643,2557,0.78878963,0.7734375
train,2018-12-03T17:43:40.760078,2558,0.66794175,0.8515625
train,2018-12-03T17:43:41.169736,2559,0.74958616,0.8125
train,2018-12-03T17:43:41.581591,2560,0.8066336,0.7734375
train,2018-12-03T17:43:41.993542,2561,0.7814085,0.8046875
train,2018-12-03T17:43:42.402430,2562,0.73348844,0.8046875
train,2018-12-03T17:43:42.810149,2563,0.70463896,0.828125
train,2018-12-03T17:43:43.230767,2564,0.6668804,0.84375
train,2018-12-03T17:43:43.644079,2565,0.79274595,0.765625
train,2018-12-03T17:43:44.049135,2566,0.7047875,0.7890625
train,2018-12-03T17:43:44.466295,2567,0.79002357,0.7578125
train,2018-12-03T17:43:44.879712,2568,0.7471571,0.796875
train,2018-12-03T17:43:45.297643,2569,0.7201985,0.828125
train,2018-12-03T17:43:45.711491,2570,0.7575278,0.8046875
train,2018-12-03T17:43:46.116667,2571,0.70096684,0.859375
train,2018-12-03T17:43:46.538421,2572,0.7210895,0.828125
train,2018-12-03T17:43:46.948857,2573,0.67929935,0.8671875
train,2018-12-03T17:43:47.357228,2574,0.72260785,0.859375
train,2018-12-03T17:43:47.769394,2575,0.7221026,0.8046875
train,2018-12-03T17:43:48.183468,2576,0.75290906,1.0
train,2018-12-03T17:43:48.208374,2577,0.60238886,0.90625
train,2018-12-03T17:43:48.627349,2578,0.61527133,0.890625
train,2018-12-03T17:43:49.041234,2579,0.6019068,0.890625
train,2018-12-03T17:43:49.455508,2580,0.6107602,0.9140625
train,2018-12-03T17:43:49.860844,2581,0.6004796,0.8828125
train,2018-12-03T17:43:50.268366,2582,0.67732507,0.890625
train,2018-12-03T17:43:50.684260,2583,0.66376823,0.8359375
train,2018-12-03T17:43:51.092240,2584,0.65181655,0.875
train,2018-12-03T17:43:51.506912,2585,0.58944994,0.859375
train,2018-12-03T17:43:51.926879,2586,0.61452234,0.90625
train,2018-12-03T17:43:52.333689,2587,0.6674967,0.8359375
train,2018-12-03T17:43:52.755504,2588,0.5854722,0.90625
train,2018-12-03T17:43:53.166346,2589,0.6565256,0.8671875
train,2018-12-03T17:43:53.573436,2590,0.62338984,0.859375
train,2018-12-03T17:43:53.986957,2591,0.6722131,0.8046875
train,2018-12-03T17:43:54.404300,2592,0.5946597,0.90625
train,2018-12-03T17:43:54.817447,2593,0.6411827,0.8359375
train,2018-12-03T17:43:55.230302,2594,0.68020624,0.8125
train,2018-12-03T17:43:55.642457,2595,0.7438756,0.828125
train,2018-12-03T17:43:56.050663,2596,0.6482246,0.875
train,2018-12-03T17:43:56.463181,2597,0.5864904,0.8984375
train,2018-12-03T17:43:56.871252,2598,0.67630476,0.8671875
train,2018-12-03T17:43:57.283616,2599,0.67007875,0.875
train,2018-12-03T17:43:57.698896,2600,0.6017003,0.859375
dev,2018-12-03T17:43:58.104992,2600,0.9262889,0.69323486
train,2018-12-03T17:44:12.522017,2601,0.6098967,0.890625
train,2018-12-03T17:44:12.951012,2602,0.6626676,0.8671875
train,2018-12-03T17:44:13.373791,2603,0.6016113,0.8984375
train,2018-12-03T17:44:13.775700,2604,0.61172795,0.890625
train,2018-12-03T17:44:14.200292,2605,0.5750321,0.890625
train,2018-12-03T17:44:14.610909,2606,0.555752,0.9296875
train,2018-12-03T17:44:15.016690,2607,0.6130129,0.859375
train,2018-12-03T17:44:15.431387,2608,0.6123279,0.859375
train,2018-12-03T17:44:15.847686,2609,0.6130207,0.8671875
train,2018-12-03T17:44:16.257681,2610,0.6091524,0.8828125
train,2018-12-03T17:44:16.669559,2611,0.59845304,0.890625
train,2018-12-03T17:44:17.081682,2612,0.60274833,0.9296875
train,2018-12-03T17:44:17.489928,2613,0.6047248,0.8828125
train,2018-12-03T17:44:17.898584,2614,0.617152,0.890625
train,2018-12-03T17:44:18.312545,2615,0.61654705,0.8828125
train,2018-12-03T17:44:18.725267,2616,0.600983,0.875
train,2018-12-03T17:44:19.142564,2617,0.6257729,0.8515625
train,2018-12-03T17:44:19.556698,2618,0.68393385,0.859375
train,2018-12-03T17:44:19.966508,2619,0.6166903,0.8828125
train,2018-12-03T17:44:20.378422,2620,0.57337683,0.890625
train,2018-12-03T17:44:20.792968,2621,0.6883041,0.8515625
train,2018-12-03T17:44:21.198699,2622,0.6442088,0.8671875
train,2018-12-03T17:44:21.608666,2623,0.64319944,0.8359375
train,2018-12-03T17:44:22.023589,2624,0.6303964,0.8984375
train,2018-12-03T17:44:22.431699,2625,0.623244,0.8984375
train,2018-12-03T17:44:22.844687,2626,0.5977893,0.8828125
train,2018-12-03T17:44:23.256200,2627,0.5534185,0.9453125
train,2018-12-03T17:44:23.665566,2628,0.62624323,0.890625
train,2018-12-03T17:44:24.075576,2629,0.61160403,0.859375
train,2018-12-03T17:44:24.490013,2630,0.6001912,0.8984375
train,2018-12-03T17:44:24.903777,2631,0.6730131,0.859375
train,2018-12-03T17:44:25.314402,2632,0.6049012,0.8984375
train,2018-12-03T17:44:25.726927,2633,0.63061595,0.8125
train,2018-12-03T17:44:26.139668,2634,0.6089144,0.8828125
train,2018-12-03T17:44:26.554829,2635,0.6365155,0.8828125
train,2018-12-03T17:44:26.960500,2636,0.67065,0.828125
train,2018-12-03T17:44:27.374800,2637,0.59342396,0.9140625
train,2018-12-03T17:44:27.793494,2638,0.639097,0.8671875
train,2018-12-03T17:44:28.210789,2639,0.5757857,0.921875
train,2018-12-03T17:44:28.633363,2640,0.5758473,0.9296875
train,2018-12-03T17:44:29.054843,2641,0.6307335,0.875
train,2018-12-03T17:44:29.467258,2642,0.64510226,0.8828125
train,2018-12-03T17:44:29.883430,2643,0.6447137,0.8515625
train,2018-12-03T17:44:30.293625,2644,0.70874584,0.859375
train,2018-12-03T17:44:30.705263,2645,0.6676346,0.8515625
train,2018-12-03T17:44:31.117214,2646,0.6484285,0.8671875
train,2018-12-03T17:44:31.525267,2647,0.65227985,0.890625
train,2018-12-03T17:44:31.930111,2648,0.62690026,0.875
train,2018-12-03T17:44:32.347189,2649,0.60258174,0.9140625
train,2018-12-03T17:44:32.759371,2650,0.6814723,0.859375
train,2018-12-03T17:44:33.167388,2651,0.6620059,0.8828125
train,2018-12-03T17:44:33.581107,2652,0.59074914,0.8984375
train,2018-12-03T17:44:33.995550,2653,0.6594909,0.875
train,2018-12-03T17:44:34.407614,2654,0.5790589,0.9375
train,2018-12-03T17:44:34.819923,2655,0.71150255,0.828125
train,2018-12-03T17:44:35.238362,2656,0.5810597,0.9140625
train,2018-12-03T17:44:35.651932,2657,0.62917817,0.8671875
train,2018-12-03T17:44:36.067357,2658,0.65045655,0.859375
train,2018-12-03T17:44:36.480807,2659,0.6413997,0.8515625
train,2018-12-03T17:44:36.889505,2660,0.64980567,0.8515625
train,2018-12-03T17:44:37.308950,2661,0.6172302,0.8359375
train,2018-12-03T17:44:37.722921,2662,0.6517652,0.8359375
train,2018-12-03T17:44:38.127322,2663,0.61179185,0.8828125
train,2018-12-03T17:44:38.546770,2664,0.6397251,0.8671875
train,2018-12-03T17:44:38.954090,2665,0.6327259,0.890625
train,2018-12-03T17:44:39.371725,2666,0.63149166,0.8671875
train,2018-12-03T17:44:39.785524,2667,0.71454525,0.8359375
train,2018-12-03T17:44:40.193348,2668,0.6695392,0.828125
train,2018-12-03T17:44:40.612958,2669,0.58802307,0.8828125
train,2018-12-03T17:44:41.031068,2670,0.66063523,0.8671875
train,2018-12-03T17:44:41.443601,2671,0.5652324,0.8984375
train,2018-12-03T17:44:41.861455,2672,0.5719327,0.890625
train,2018-12-03T17:44:42.278876,2673,0.68406135,0.890625
train,2018-12-03T17:44:42.693434,2674,0.5907917,0.8984375
train,2018-12-03T17:44:43.117794,2675,0.65211445,0.859375
train,2018-12-03T17:44:43.528451,2676,0.66269237,0.859375
train,2018-12-03T17:44:43.931697,2677,0.62558943,0.8671875
train,2018-12-03T17:44:44.345269,2678,0.63384604,0.875
train,2018-12-03T17:44:44.758077,2679,0.6512178,0.8359375
train,2018-12-03T17:44:45.170004,2680,0.58278394,0.9296875
train,2018-12-03T17:44:45.582958,2681,0.6385035,0.8671875
train,2018-12-03T17:44:45.993813,2682,0.65548337,0.8203125
train,2018-12-03T17:44:46.398060,2683,0.60303193,0.8359375
train,2018-12-03T17:44:46.810869,2684,0.668785,0.828125
train,2018-12-03T17:44:47.225748,2685,0.62704134,0.8984375
train,2018-12-03T17:44:47.634034,2686,0.6170167,0.8984375
train,2018-12-03T17:44:48.051150,2687,0.6098707,0.9140625
train,2018-12-03T17:44:48.466341,2688,0.63822055,0.84375
train,2018-12-03T17:44:48.875724,2689,0.6777792,0.84375
train,2018-12-03T17:44:49.290337,2690,0.5723536,0.921875
train,2018-12-03T17:44:49.713302,2691,0.66454816,0.828125
train,2018-12-03T17:44:50.126547,2692,0.6624363,0.8359375
train,2018-12-03T17:44:50.540796,2693,0.6837183,0.828125
train,2018-12-03T17:44:50.951759,2694,0.6724015,0.8515625
train,2018-12-03T17:44:51.357421,2695,0.6434534,0.8828125
train,2018-12-03T17:44:51.770709,2696,0.678134,0.828125
train,2018-12-03T17:44:52.179359,2697,0.6847867,0.84375
train,2018-12-03T17:44:52.599843,2698,0.64867264,0.859375
train,2018-12-03T17:44:53.018648,2699,0.69355893,0.8359375
train,2018-12-03T17:44:53.430698,2700,0.60485417,0.8984375
dev,2018-12-03T17:44:53.846480,2700,0.9040989,0.71597975
train,2018-12-03T17:45:08.610253,2701,0.6398863,0.8984375
train,2018-12-03T17:45:09.032568,2702,0.6415347,0.875
train,2018-12-03T17:45:09.445993,2703,0.6606869,0.890625
train,2018-12-03T17:45:09.862248,2704,0.6413449,0.875
train,2018-12-03T17:45:10.269927,2705,0.6156415,0.8828125
train,2018-12-03T17:45:10.685291,2706,0.6134379,0.8984375
train,2018-12-03T17:45:11.102348,2707,0.6568415,0.84375
train,2018-12-03T17:45:11.509758,2708,0.6797175,0.8671875
train,2018-12-03T17:45:11.922488,2709,0.5630825,0.9296875
train,2018-12-03T17:45:12.340315,2710,0.6627492,0.8671875
train,2018-12-03T17:45:12.747923,2711,0.65142834,0.859375
train,2018-12-03T17:45:13.162537,2712,0.61036015,0.8671875
train,2018-12-03T17:45:13.586464,2713,0.6011127,0.921875
train,2018-12-03T17:45:13.994535,2714,0.66579163,0.875
train,2018-12-03T17:45:14.406747,2715,0.70515424,0.828125
train,2018-12-03T17:45:14.826025,2716,0.6123269,0.921875
train,2018-12-03T17:45:15.237723,2717,0.6642853,0.859375
train,2018-12-03T17:45:15.651148,2718,0.64086735,0.8515625
train,2018-12-03T17:45:16.059562,2719,0.6480698,0.84375
train,2018-12-03T17:45:16.468514,2720,0.68614984,0.828125
train,2018-12-03T17:45:16.881748,2721,0.7147312,0.8203125
train,2018-12-03T17:45:17.300372,2722,0.6418758,0.8515625
train,2018-12-03T17:45:17.707870,2723,0.6145822,0.8984375
train,2018-12-03T17:45:18.118807,2724,0.70090467,0.8359375
train,2018-12-03T17:45:18.534672,2725,0.69484127,0.84375
train,2018-12-03T17:45:18.948039,2726,0.5855589,0.90625
train,2018-12-03T17:45:19.362801,2727,0.65825385,0.8359375
train,2018-12-03T17:45:19.781238,2728,0.6039653,0.8984375
train,2018-12-03T17:45:20.190002,2729,0.5946663,0.8984375
train,2018-12-03T17:45:20.600576,2730,0.647215,0.8515625
train,2018-12-03T17:45:21.014053,2731,0.7139182,0.8125
train,2018-12-03T17:45:21.427701,2732,0.590434,0.9296875
train,2018-12-03T17:45:21.837675,2733,0.6411553,0.8828125
train,2018-12-03T17:45:22.253396,2734,0.6686331,0.859375
train,2018-12-03T17:45:22.666124,2735,0.6595479,0.8828125
train,2018-12-03T17:45:23.087402,2736,0.67802405,0.8046875
train,2018-12-03T17:45:23.498373,2737,0.703188,0.828125
train,2018-12-03T17:45:23.910613,2738,0.60744756,0.890625
train,2018-12-03T17:45:24.327066,2739,0.63248396,0.8515625
train,2018-12-03T17:45:24.739640,2740,0.617862,0.8671875
train,2018-12-03T17:45:25.148447,2741,0.6326365,0.90625
train,2018-12-03T17:45:25.563060,2742,0.58518064,0.875
train,2018-12-03T17:45:25.967468,2743,0.68527675,0.8046875
train,2018-12-03T17:45:26.376808,2744,0.67712516,0.859375
train,2018-12-03T17:45:26.790786,2745,0.6678065,0.8671875
train,2018-12-03T17:45:27.200351,2746,0.6713964,0.8515625
train,2018-12-03T17:45:27.618803,2747,0.67346656,0.859375
train,2018-12-03T17:45:28.035883,2748,0.6779425,0.8203125
train,2018-12-03T17:45:28.444940,2749,0.6638922,0.84375
train,2018-12-03T17:45:28.853862,2750,0.64043176,0.8828125
train,2018-12-03T17:45:29.264038,2751,0.6238195,0.875
train,2018-12-03T17:45:29.673841,2752,0.6297556,0.8984375
train,2018-12-03T17:45:30.084786,2753,0.6634833,0.90625
train,2018-12-03T17:45:30.493327,2754,0.6281666,0.859375
train,2018-12-03T17:45:30.901342,2755,0.64587295,0.8515625
train,2018-12-03T17:45:31.315940,2756,0.66394866,0.8359375
train,2018-12-03T17:45:31.730944,2757,0.6764364,0.8515625
train,2018-12-03T17:45:32.150320,2758,0.6512403,0.8671875
train,2018-12-03T17:45:32.566613,2759,0.6216112,0.890625
train,2018-12-03T17:45:32.976962,2760,0.54922384,0.921875
train,2018-12-03T17:45:33.381516,2761,0.57411605,0.921875
train,2018-12-03T17:45:33.791346,2762,0.61592823,0.8671875
train,2018-12-03T17:45:34.206743,2763,0.6632594,0.859375
train,2018-12-03T17:45:34.616254,2764,0.6865438,0.8359375
train,2018-12-03T17:45:35.031373,2765,0.62551045,0.875
train,2018-12-03T17:45:35.446727,2766,0.6936579,0.8125
train,2018-12-03T17:45:35.852055,2767,0.58870125,0.890625
train,2018-12-03T17:45:36.264890,2768,0.6297292,0.90625
train,2018-12-03T17:45:36.670251,2769,0.68934494,0.8125
train,2018-12-03T17:45:37.087447,2770,0.7187509,0.8359375
train,2018-12-03T17:45:37.501414,2771,0.64027095,0.859375
train,2018-12-03T17:45:37.905404,2772,0.63807964,0.84375
train,2018-12-03T17:45:38.320353,2773,0.6566419,0.828125
train,2018-12-03T17:45:38.736024,2774,0.66155183,0.8125
train,2018-12-03T17:45:39.142442,2775,0.5893973,0.8828125
train,2018-12-03T17:45:39.566204,2776,0.607548,0.8828125
train,2018-12-03T17:45:39.980311,2777,0.60239285,0.890625
train,2018-12-03T17:45:40.388721,2778,0.60656416,0.875
train,2018-12-03T17:45:40.800259,2779,0.6330974,0.859375
train,2018-12-03T17:45:41.211764,2780,0.66992295,0.8515625
train,2018-12-03T17:45:41.622980,2781,0.6329145,0.8828125
train,2018-12-03T17:45:42.036907,2782,0.6366164,0.875
train,2018-12-03T17:45:42.450147,2783,0.6725512,0.8125
train,2018-12-03T17:45:42.861607,2784,0.6510183,0.890625
train,2018-12-03T17:45:43.276678,2785,0.68993497,0.8828125
train,2018-12-03T17:45:43.690597,2786,0.676824,0.84375
train,2018-12-03T17:45:44.106697,2787,0.66943276,0.875
train,2018-12-03T17:45:44.513398,2788,0.63449514,0.8828125
train,2018-12-03T17:45:44.925477,2789,0.6318403,0.8515625
train,2018-12-03T17:45:45.329985,2790,0.62687314,0.8984375
train,2018-12-03T17:45:45.743167,2791,0.63164216,0.859375
train,2018-12-03T17:45:46.158600,2792,0.68519366,0.8515625
train,2018-12-03T17:45:46.571689,2793,0.5630018,0.9296875
train,2018-12-03T17:45:46.988152,2794,0.6143714,0.8984375
train,2018-12-03T17:45:47.400148,2795,0.70535713,0.8515625
train,2018-12-03T17:45:47.808637,2796,0.6573511,0.859375
train,2018-12-03T17:45:48.216317,2797,0.64449626,0.859375
train,2018-12-03T17:45:48.627304,2798,0.6197312,0.8984375
train,2018-12-03T17:45:49.032984,2799,0.6622771,0.84375
train,2018-12-03T17:45:49.442404,2800,0.70538235,0.828125
dev,2018-12-03T17:45:49.853402,2800,0.90322375,0.71248055
train,2018-12-03T17:46:04.412956,2801,0.68866956,0.8203125
train,2018-12-03T17:46:04.843923,2802,0.57423633,0.8984375
train,2018-12-03T17:46:05.256454,2803,0.5542892,0.8984375
train,2018-12-03T17:46:05.670958,2804,0.60778254,0.8984375
train,2018-12-03T17:46:06.086174,2805,0.656668,0.8671875
train,2018-12-03T17:46:06.498530,2806,0.67677265,0.8203125
train,2018-12-03T17:46:06.905772,2807,0.68819135,0.8359375
train,2018-12-03T17:46:07.319908,2808,0.68896645,0.8203125
train,2018-12-03T17:46:07.732976,2809,0.66178477,0.8984375
train,2018-12-03T17:46:08.143189,2810,0.6834343,0.828125
train,2018-12-03T17:46:08.553763,2811,0.74059474,0.78125
train,2018-12-03T17:46:08.971214,2812,0.5947026,0.8984375
train,2018-12-03T17:46:09.381057,2813,0.63940454,0.890625
train,2018-12-03T17:46:09.792225,2814,0.5888438,0.9296875
train,2018-12-03T17:46:10.210882,2815,0.60322714,0.8828125
train,2018-12-03T17:46:10.617624,2816,0.66545546,0.84375
train,2018-12-03T17:46:11.030283,2817,0.65965325,0.859375
train,2018-12-03T17:46:11.440817,2818,0.65129524,0.84375
train,2018-12-03T17:46:11.849532,2819,0.596642,0.9140625
train,2018-12-03T17:46:12.258102,2820,0.66570723,0.859375
train,2018-12-03T17:46:12.670782,2821,0.6782184,0.8203125
train,2018-12-03T17:46:13.091641,2822,0.6726936,0.8515625
train,2018-12-03T17:46:13.504282,2823,0.6733849,0.828125
train,2018-12-03T17:46:13.917292,2824,0.6579179,0.859375
train,2018-12-03T17:46:14.325417,2825,0.59608847,0.875
train,2018-12-03T17:46:14.747701,2826,0.6852447,0.8515625
train,2018-12-03T17:46:15.161530,2827,0.6675917,0.8828125
train,2018-12-03T17:46:15.577746,2828,0.64808565,0.8515625
train,2018-12-03T17:46:15.994373,2829,0.51863265,0.9453125
train,2018-12-03T17:46:16.399184,2830,0.6912037,0.8671875
train,2018-12-03T17:46:16.815590,2831,0.6494786,0.8515625
train,2018-12-03T17:46:17.229377,2832,0.6450176,0.8671875
train,2018-12-03T17:46:17.637688,2833,0.6543403,0.8515625
train,2018-12-03T17:46:18.051125,2834,0.6178211,0.859375
train,2018-12-03T17:46:18.466061,2835,0.5691111,0.9296875
train,2018-12-03T17:46:18.872784,2836,0.61644626,0.8671875
train,2018-12-03T17:46:19.286029,2837,0.645806,0.8671875
train,2018-12-03T17:46:19.702403,2838,0.6343003,0.90625
train,2018-12-03T17:46:20.111926,2839,0.6138444,0.890625
train,2018-12-03T17:46:20.527632,2840,0.6477872,0.859375
train,2018-12-03T17:46:20.942333,2841,0.6263818,0.8828125
train,2018-12-03T17:46:21.348612,2842,0.6008842,0.8671875
train,2018-12-03T17:46:21.758506,2843,0.69548476,0.84375
train,2018-12-03T17:46:22.167213,2844,0.6304648,0.859375
train,2018-12-03T17:46:22.580065,2845,0.6748586,0.8515625
train,2018-12-03T17:46:22.996175,2846,0.7087744,0.8203125
train,2018-12-03T17:46:23.409432,2847,0.6507765,0.8984375
train,2018-12-03T17:46:23.821608,2848,0.7039129,0.84375
train,2018-12-03T17:46:24.238791,2849,0.67157656,0.8359375
train,2018-12-03T17:46:24.646246,2850,0.695148,0.8125
train,2018-12-03T17:46:25.052187,2851,0.67971057,0.8671875
train,2018-12-03T17:46:25.468058,2852,0.6667546,0.84375
train,2018-12-03T17:46:25.880646,2853,0.68086797,0.8515625
train,2018-12-03T17:46:26.290082,2854,0.6597116,0.8515625
train,2018-12-03T17:46:26.702901,2855,0.6499716,0.8671875
train,2018-12-03T17:46:27.116494,2856,0.63257396,0.8359375
train,2018-12-03T17:46:27.522732,2857,0.613713,0.875
train,2018-12-03T17:46:27.937858,2858,0.5974326,0.8828125
train,2018-12-03T17:46:28.356256,2859,0.62968236,0.859375
train,2018-12-03T17:46:28.765583,2860,0.57523006,0.921875
train,2018-12-03T17:46:29.184066,2861,0.60107565,0.8828125
train,2018-12-03T17:46:29.594563,2862,0.6123581,0.8828125
train,2018-12-03T17:46:30.011486,2863,0.6265007,0.875
train,2018-12-03T17:46:30.425795,2864,0.6160022,0.875
train,2018-12-03T17:46:30.836517,2865,0.6576058,0.84375
train,2018-12-03T17:46:31.250625,2866,0.650492,0.859375
train,2018-12-03T17:46:31.661513,2867,0.6795559,0.8046875
train,2018-12-03T17:46:32.077044,2868,0.69962126,0.828125
train,2018-12-03T17:46:32.494886,2869,0.64246666,0.8515625
train,2018-12-03T17:46:32.907665,2870,0.65525275,0.8515625
train,2018-12-03T17:46:33.313336,2871,0.5730452,0.9296875
train,2018-12-03T17:46:33.722004,2872,0.71002626,0.7890625
train,2018-12-03T17:46:34.138490,2873,0.61767626,0.8359375
train,2018-12-03T17:46:34.551205,2874,0.5882299,0.921875
train,2018-12-03T17:46:34.964888,2875,0.6527677,0.8515625
train,2018-12-03T17:46:35.382574,2876,0.60574245,0.90625
train,2018-12-03T17:46:35.787549,2877,0.6434799,0.8515625
train,2018-12-03T17:46:36.199662,2878,0.663055,0.875
train,2018-12-03T17:46:36.609981,2879,0.68041855,0.828125
